<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
1048,T,262,R,CN,0,0.000000,0
1049,T,262,R,CN,0,0.000000,0
1050,T,262,R,CN,0,0.000000,0
1051,T,262,R,CN,0,0.000000,0
1052,T,263,R,CN,0,0.000000,0
1053,T,263,R,CN,0,0.000000,0
1054,T,263,R,CN,0,0.000000,0
1055,T,263,R,CN,0,0.000000,0
256,R,257,R,L,0,0.000000,0
256,R,258,R,L,0,0.000000,0
256,R,259,R,L,0,0.000000,0
256,R,260,R,L,0,0.000000,0
256,R,261,R,L,0,0.000000,0
256,R,262,R,L,0,0.000000,0
256,R,263,R,L,0,0.000000,0
256,R,7,R,G,0,0.000000,0
256,R,15,R,G,0,0.000000,0
256,R,23,R,G,0,0.000000,0
256,R,31,R,G,0,0.000000,0
256,R,1024,T,CN,0,0.000000,0
256,R,1025,T,CN,0,0.000000,0
256,R,1026,T,CN,0,0.000000,0
256,R,1027,T,CN,0,0.000000,0
257,R,256,R,L,0,0.000000,0
257,R,258,R,L,0,0.000000,0
257,R,259,R,L,0,0.000000,0
257,R,260,R,L,0,0.000000,0
257,R,261,R,L,0,0.000000,0
257,R,262,R,L,0,0.000000,0
257,R,263,R,L,0,0.000000,0
257,R,38,R,G,0,0.000000,0
257,R,46,R,G,0,0.000000,0
257,R,54,R,G,0,0.000000,0
257,R,62,R,G,0,0.000000,0
257,R,1028,T,CN,0,0.000000,0
257,R,1029,T,CN,0,0.000000,0
257,R,1030,T,CN,0,0.000000,0
257,R,1031,T,CN,0,0.000000,0
258,R,256,R,L,0,0.000000,0
258,R,257,R,L,0,0.000000,0
258,R,259,R,L,0,0.000000,0
258,R,260,R,L,0,0.000000,0
258,R,261,R,L,0,0.000000,0
258,R,262,R,L,0,0.000000,0
258,R,263,R,L,0,0.000000,0
258,R,69,R,G,0,0.000000,0
258,R,77,R,G,0,0.000000,0
258,R,85,R,G,0,0.000000,0
258,R,93,R,G,0,0.000000,0
258,R,1032,T,CN,0,0.000000,0
258,R,1033,T,CN,0,0.000000,0
258,R,1034,T,CN,0,0.000000,0
258,R,1035,T,CN,0,0.000000,0
259,R,256,R,L,0,0.000000,0
259,R,257,R,L,0,0.000000,0
259,R,258,R,L,0,0.000000,0
259,R,260,R,L,0,0.000000,0
259,R,261,R,L,0,0.000000,0
259,R,262,R,L,0,0.000000,0
259,R,263,R,L,0,0.000000,0
259,R,100,R,G,0,0.000000,0
259,R,108,R,G,0,0.000000,0
259,R,116,R,G,0,0.000000,0
259,R,124,R,G,0,0.000000,0
259,R,1036,T,CN,0,0.000000,0
259,R,1037,T,CN,0,0.000000,0
259,R,1038,T,CN,0,0.000000,0
259,R,1039,T,CN,0,0.000000,0
260,R,256,R,L,0,0.000000,0
260,R,257,R,L,0,0.000000,0
260,R,258,R,L,0,0.000000,0
260,R,259,R,L,0,0.000000,0
260,R,261,R,L,0,0.000000,0
260,R,262,R,L,0,0.000000,0
260,R,263,R,L,0,0.000000,0
260,R,131,R,G,0,0.000000,0
260,R,139,R,G,0,0.000000,0
260,R,147,R,G,0,0.000000,0
260,R,155,R,G,0,0.000000,0
260,R,1040,T,CN,0,0.000000,0
260,R,1041,T,CN,0,0.000000,0
260,R,1042,T,CN,0,0.000000,0
260,R,1043,T,CN,0,0.000000,0
261,R,256,R,L,0,0.000000,0
261,R,257,R,L,0,0.000000,0
261,R,258,R,L,0,0.000000,0
261,R,259,R,L,0,0.000000,0
261,R,260,R,L,0,0.000000,0
261,R,262,R,L,0,0.000000,0
261,R,263,R,L,0,0.000000,0
261,R,162,R,G,0,0.000000,0
261,R,170,R,G,0,0.000000,0
261,R,178,R,G,0,0.000000,0
261,R,186,R,G,0,0.000000,0
261,R,1044,T,CN,0,0.000000,0
261,R,1045,T,CN,0,0.000000,0
261,R,1046,T,CN,0,0.000000,0
261,R,1047,T,CN,0,0.000000,0
262,R,256,R,L,0,0.000000,0
262,R,257,R,L,0,0.000000,0
262,R,258,R,L,0,0.000000,0
262,R,259,R,L,0,0.000000,0
262,R,260,R,L,0,0.000000,0
262,R,261,R,L,0,0.000000,0
262,R,263,R,L,0,0.000000,0
262,R,193,R,G,0,0.000000,0
262,R,201,R,G,0,0.000000,0
262,R,209,R,G,0,0.000000,0
262,R,217,R,G,0,0.000000,0
262,R,1048,T,CN,0,0.000000,0
262,R,1049,T,CN,0,0.000000,0
262,R,1050,T,CN,0,0.000000,0
262,R,1051,T,CN,0,0.000000,0
263,R,256,R,L,0,0.000000,0
263,R,257,R,L,0,0.000000,0
263,R,258,R,L,0,0.000000,0
263,R,259,R,L,0,0.000000,0
263,R,260,R,L,0,0.000000,0
263,R,261,R,L,0,0.000000,0
263,R,262,R,L,0,0.000000,0
263,R,224,R,G,0,0.000000,0
263,R,232,R,G,0,0.000000,0
263,R,240,R,G,0,0.000000,0
263,R,248,R,G,0,0.000000,0
263,R,1052,T,CN,0,0.000000,0
263,R,1053,T,CN,0,0.000000,0
263,R,1054,T,CN,0,0.000000,0
263,R,1055,T,CN,0,0.000000,0
