<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
598,T,149,R,CN,167256064,21251577.305505,38543
599,T,149,R,CN,167256064,21243606.690682,38543
600,T,150,R,CN,167256064,21243801.931658,38543
601,T,150,R,CN,167256064,21251534.801454,38543
602,T,150,R,CN,167256064,21235831.600414,38542
603,T,150,R,CN,167256064,21223092.220420,38538
604,T,151,R,CN,167256064,229042.203163,961
605,T,151,R,CN,167256064,232151.171008,1205
606,T,151,R,CN,10321920,2475.362945,44
607,T,151,R,CN,10321920,1900.164190,52
144,R,145,R,L,0,0.000000,0
144,R,146,R,L,0,0.000000,0
144,R,147,R,L,0,0.000000,0
144,R,148,R,L,0,0.000000,0
144,R,149,R,L,0,0.000000,0
144,R,150,R,L,666667176,24859026.493538,160720
144,R,151,R,L,0,0.000000,0
144,R,159,R,G,0,0.000000,0
144,R,167,R,G,0,0.000000,0
144,R,175,R,G,0,0.000000,0
144,R,183,R,G,0,0.000000,0
144,R,576,T,CN,21504,0.000000,0
144,R,577,T,CN,21504,0.000000,0
144,R,578,T,CN,21504,0.000000,0
144,R,579,T,CN,21504,0.000000,0
145,R,144,R,L,0,0.000000,0
145,R,146,R,L,0,0.000000,0
145,R,147,R,L,0,0.000000,0
145,R,148,R,L,0,0.000000,0
145,R,149,R,L,0,0.000000,0
145,R,150,R,L,666667176,24858065.903753,160720
145,R,151,R,L,0,0.000000,0
145,R,190,R,G,0,0.000000,0
145,R,198,R,G,0,0.000000,0
145,R,206,R,G,0,0.000000,0
145,R,214,R,G,0,0.000000,0
145,R,580,T,CN,21504,0.000000,0
145,R,581,T,CN,21504,0.000000,0
145,R,582,T,CN,21504,0.000000,0
145,R,583,T,CN,21504,0.000000,0
146,R,144,R,L,0,0.000000,0
146,R,145,R,L,0,0.000000,0
146,R,147,R,L,0,0.000000,0
146,R,148,R,L,0,0.000000,0
146,R,149,R,L,0,0.000000,0
146,R,150,R,L,666667176,24862326.994442,160724
146,R,151,R,L,0,0.000000,0
146,R,221,R,G,0,0.000000,0
146,R,229,R,G,0,0.000000,0
146,R,237,R,G,0,0.000000,0
146,R,245,R,G,0,0.000000,0
146,R,584,T,CN,21504,0.000000,0
146,R,585,T,CN,21504,0.000000,0
146,R,586,T,CN,21504,0.000000,0
146,R,587,T,CN,21504,0.000000,0
147,R,144,R,L,0,0.000000,0
147,R,145,R,L,0,0.000000,0
147,R,146,R,L,0,0.000000,0
147,R,148,R,L,0,0.000000,0
147,R,149,R,L,0,0.000000,0
147,R,150,R,L,666667176,25441359.444193,160720
147,R,151,R,L,0,0.000000,0
147,R,4,R,G,0,0.000000,0
147,R,12,R,G,0,0.000000,0
147,R,252,R,G,0,0.000000,0
147,R,260,R,G,0,0.000000,0
147,R,588,T,CN,21504,0.000000,0
147,R,589,T,CN,21504,0.000000,0
147,R,590,T,CN,21504,0.000000,0
147,R,591,T,CN,21504,0.000000,0
148,R,144,R,L,0,0.000000,0
148,R,145,R,L,0,0.000000,0
148,R,146,R,L,0,0.000000,0
148,R,147,R,L,0,0.000000,0
148,R,149,R,L,0,0.000000,0
148,R,150,R,L,666667176,25223449.511862,160720
148,R,151,R,L,0,0.000000,0
148,R,19,R,G,0,0.000000,0
148,R,27,R,G,0,0.000000,0
148,R,35,R,G,0,0.000000,0
148,R,43,R,G,0,0.000000,0
148,R,592,T,CN,21504,0.000000,0
148,R,593,T,CN,21504,0.000000,0
148,R,594,T,CN,21504,0.000000,0
148,R,595,T,CN,21504,0.000000,0
149,R,144,R,L,0,0.000000,0
149,R,145,R,L,0,0.000000,0
149,R,146,R,L,0,0.000000,0
149,R,147,R,L,0,0.000000,0
149,R,148,R,L,0,0.000000,0
149,R,150,R,L,666667176,24700114.615242,160720
149,R,151,R,L,0,0.000000,0
149,R,50,R,G,0,0.000000,0
149,R,58,R,G,0,0.000000,0
149,R,66,R,G,0,0.000000,0
149,R,74,R,G,0,0.000000,0
149,R,596,T,CN,21504,0.000000,0
149,R,597,T,CN,21504,0.000000,0
149,R,598,T,CN,21504,0.000000,0
149,R,599,T,CN,21504,0.000000,0
150,R,144,R,L,0,0.000000,0
150,R,145,R,L,0,0.000000,0
150,R,146,R,L,0,0.000000,0
150,R,147,R,L,0,0.000000,0
150,R,148,R,L,0,0.000000,0
150,R,149,R,L,0,0.000000,0
150,R,151,R,L,0,0.000000,0
150,R,81,R,G,0,0.000000,0
150,R,89,R,G,0,0.000000,0
150,R,97,R,G,0,0.000000,0
150,R,105,R,G,0,0.000000,0
150,R,600,T,CN,21504,0.000000,0
150,R,601,T,CN,21504,0.000000,0
150,R,602,T,CN,21504,0.000000,0
150,R,603,T,CN,21504,0.000000,0
151,R,144,R,L,86016,569.338065,9
151,R,145,R,L,86016,124.408622,7
151,R,146,R,L,86016,1068.474170,12
151,R,147,R,L,86016,682.159001,8
151,R,148,R,L,86016,40.263016,5
151,R,149,R,L,86016,1636.000209,12
151,R,150,R,L,86016,1197.400022,12
151,R,112,R,G,0,0.000000,0
151,R,120,R,G,0,0.000000,0
151,R,128,R,G,0,0.000000,0
151,R,136,R,G,0,0.000000,0
151,R,604,T,CN,21504,0.000000,0
151,R,605,T,CN,21504,0.000000,0
151,R,606,T,CN,2500001910,824072.354829,14806
151,R,607,T,CN,2500001910,266268.963052,12332
608,T,152,R,CN,167256064,20957118.062520,38543
609,T,152,R,CN,167256064,20939984.470315,38542
610,T,152,R,CN,167256064,20949862.638895,38543
611,T,152,R,CN,167256064,20925837.455034,38538
612,T,153,R,CN,167256064,20948735.791596,38543
613,T,153,R,CN,167256064,20924449.699404,38538
614,T,153,R,CN,167256064,20938857.697976,38542
615,T,153,R,CN,167256064,20955991.566223,38543
616,T,154,R,CN,167256064,20995277.930433,38552
617,T,154,R,CN,167256064,20938823.981456,38542
618,T,154,R,CN,167256064,20955957.725163,38543
619,T,154,R,CN,167256064,20948702.519682,38543
620,T,155,R,CN,167256064,21574529.271411,38542
621,T,155,R,CN,167256064,21563027.781591,38538
622,T,155,R,CN,167256064,21582159.208738,38543
623,T,155,R,CN,167256064,21589528.962034,38543
624,T,156,R,CN,167256064,21251805.961224,38543
625,T,156,R,CN,167256064,21223090.902578,38538
626,T,156,R,CN,167256064,21236068.674690,38542
627,T,156,R,CN,167256064,21243801.044292,38543
628,T,157,R,CN,167256064,21235873.636371,38542
629,T,157,R,CN,167256064,21223849.516331,38538
630,T,157,R,CN,167256064,21244321.077878,38543
631,T,157,R,CN,167256064,21251576.602498,38543
632,T,158,R,CN,167256064,21251998.876620,38543
633,T,158,R,CN,167256064,21245742.792041,38543
634,T,158,R,CN,167256064,21236818.143005,38542
635,T,158,R,CN,167256064,21225032.817939,38538
636,T,159,R,CN,167256064,232151.171008,1205
637,T,159,R,CN,167256064,229042.198755,961
638,T,159,R,CN,10321920,2474.900546,44
639,T,159,R,CN,10321920,1900.020497,52
152,R,153,R,L,0,0.000000,0
152,R,154,R,L,0,0.000000,0
152,R,155,R,L,0,0.000000,0
152,R,156,R,L,0,0.000000,0
152,R,157,R,L,0,0.000000,0
152,R,158,R,L,666667176,24859387.447518,160720
152,R,159,R,L,0,0.000000,0
152,R,167,R,G,0,0.000000,0
152,R,175,R,G,0,0.000000,0
152,R,183,R,G,0,0.000000,0
152,R,191,R,G,0,0.000000,0
152,R,608,T,CN,21504,0.000000,0
152,R,609,T,CN,21504,0.000000,0
152,R,610,T,CN,21504,0.000000,0
152,R,611,T,CN,21504,0.000000,0
153,R,152,R,L,0,0.000000,0
153,R,154,R,L,0,0.000000,0
153,R,155,R,L,0,0.000000,0
153,R,156,R,L,0,0.000000,0
153,R,157,R,L,0,0.000000,0
153,R,158,R,L,666667176,24858835.401651,160720
153,R,159,R,L,0,0.000000,0
153,R,198,R,G,0,0.000000,0
153,R,206,R,G,0,0.000000,0
153,R,214,R,G,0,0.000000,0
153,R,222,R,G,0,0.000000,0
153,R,612,T,CN,21504,0.000000,0
153,R,613,T,CN,21504,0.000000,0
153,R,614,T,CN,21504,0.000000,0
153,R,615,T,CN,21504,0.000000,0
154,R,152,R,L,0,0.000000,0
154,R,153,R,L,0,0.000000,0
154,R,155,R,L,0,0.000000,0
154,R,156,R,L,0,0.000000,0
154,R,157,R,L,0,0.000000,0
154,R,158,R,L,666667176,24860476.052824,160724
154,R,159,R,L,0,0.000000,0
154,R,229,R,G,0,0.000000,0
154,R,237,R,G,0,0.000000,0
154,R,245,R,G,0,0.000000,0
154,R,253,R,G,0,0.000000,0
154,R,616,T,CN,21504,0.000000,0
154,R,617,T,CN,21504,0.000000,0
154,R,618,T,CN,21504,0.000000,0
154,R,619,T,CN,21504,0.000000,0
155,R,152,R,L,0,0.000000,0
155,R,153,R,L,0,0.000000,0
155,R,154,R,L,0,0.000000,0
155,R,156,R,L,0,0.000000,0
155,R,157,R,L,0,0.000000,0
155,R,158,R,L,666667176,25433959.534218,160720
155,R,159,R,L,0,0.000000,0
155,R,4,R,G,0,0.000000,0
155,R,12,R,G,0,0.000000,0
155,R,20,R,G,0,0.000000,0
155,R,260,R,G,0,0.000000,0
155,R,620,T,CN,21504,0.000000,0
155,R,621,T,CN,21504,0.000000,0
155,R,622,T,CN,21504,0.000000,0
155,R,623,T,CN,21504,0.000000,0
156,R,152,R,L,0,0.000000,0
156,R,153,R,L,0,0.000000,0
156,R,154,R,L,0,0.000000,0
156,R,155,R,L,0,0.000000,0
156,R,157,R,L,0,0.000000,0
156,R,158,R,L,666667176,25218563.384102,160720
156,R,159,R,L,0,0.000000,0
156,R,27,R,G,0,0.000000,0
156,R,35,R,G,0,0.000000,0
156,R,43,R,G,0,0.000000,0
156,R,51,R,G,0,0.000000,0
156,R,624,T,CN,21504,0.000000,0
156,R,625,T,CN,21504,0.000000,0
156,R,626,T,CN,21504,0.000000,0
156,R,627,T,CN,21504,0.000000,0
157,R,152,R,L,0,0.000000,0
157,R,153,R,L,0,0.000000,0
157,R,154,R,L,0,0.000000,0
157,R,155,R,L,0,0.000000,0
157,R,156,R,L,0,0.000000,0
157,R,158,R,L,666667176,24700423.697833,160720
157,R,159,R,L,0,0.000000,0
157,R,58,R,G,0,0.000000,0
157,R,66,R,G,0,0.000000,0
157,R,74,R,G,0,0.000000,0
157,R,82,R,G,0,0.000000,0
157,R,628,T,CN,21504,0.000000,0
157,R,629,T,CN,21504,0.000000,0
157,R,630,T,CN,21504,0.000000,0
157,R,631,T,CN,21504,0.000000,0
158,R,152,R,L,0,0.000000,0
158,R,153,R,L,0,0.000000,0
158,R,154,R,L,0,0.000000,0
158,R,155,R,L,0,0.000000,0
158,R,156,R,L,0,0.000000,0
158,R,157,R,L,0,0.000000,0
158,R,159,R,L,0,0.000000,0
158,R,89,R,G,0,0.000000,0
158,R,97,R,G,0,0.000000,0
158,R,105,R,G,0,0.000000,0
158,R,113,R,G,0,0.000000,0
158,R,632,T,CN,21504,0.000000,0
158,R,633,T,CN,21504,0.000000,0
158,R,634,T,CN,21504,0.000000,0
158,R,635,T,CN,21504,0.000000,0
159,R,152,R,L,86016,106.082076,8
159,R,153,R,L,86016,572.645398,10
159,R,154,R,L,86016,1080.878662,12
159,R,155,R,L,86016,1249.855622,12
159,R,156,R,L,86016,798.337021,8
159,R,157,R,L,86016,1454.323367,12
159,R,158,R,L,86016,40.122337,5
159,R,120,R,G,0,0.000000,0
159,R,128,R,G,0,0.000000,0
159,R,136,R,G,0,0.000000,0
159,R,144,R,G,0,0.000000,0
159,R,636,T,CN,21504,0.000000,0
159,R,637,T,CN,21504,0.000000,0
159,R,638,T,CN,2500001910,851030.420765,14811
159,R,639,T,CN,2500001910,259438.010924,12327
640,T,160,R,CN,0,0.000000,0
641,T,160,R,CN,0,0.000000,0
642,T,160,R,CN,0,0.000000,0
643,T,160,R,CN,0,0.000000,0
644,T,161,R,CN,0,0.000000,0
645,T,161,R,CN,0,0.000000,0
646,T,161,R,CN,0,0.000000,0
647,T,161,R,CN,0,0.000000,0
648,T,162,R,CN,0,0.000000,0
649,T,162,R,CN,0,0.000000,0
650,T,162,R,CN,0,0.000000,0
651,T,162,R,CN,0,0.000000,0
652,T,163,R,CN,0,0.000000,0
653,T,163,R,CN,0,0.000000,0
654,T,163,R,CN,0,0.000000,0
655,T,163,R,CN,0,0.000000,0
656,T,164,R,CN,0,0.000000,0
657,T,164,R,CN,0,0.000000,0
658,T,164,R,CN,0,0.000000,0
659,T,164,R,CN,0,0.000000,0
660,T,165,R,CN,0,0.000000,0
661,T,165,R,CN,0,0.000000,0
662,T,165,R,CN,0,0.000000,0
663,T,165,R,CN,0,0.000000,0
664,T,166,R,CN,0,0.000000,0
665,T,166,R,CN,0,0.000000,0
666,T,166,R,CN,0,0.000000,0
667,T,166,R,CN,0,0.000000,0
668,T,167,R,CN,0,0.000000,0
669,T,167,R,CN,0,0.000000,0
670,T,167,R,CN,0,0.000000,0
671,T,167,R,CN,0,0.000000,0
160,R,161,R,L,0,0.000000,0
160,R,162,R,L,0,0.000000,0
160,R,163,R,L,0,0.000000,0
160,R,164,R,L,0,0.000000,0
160,R,165,R,L,0,0.000000,0
160,R,166,R,L,0,0.000000,0
160,R,167,R,L,0,0.000000,0
160,R,175,R,G,0,0.000000,0
160,R,183,R,G,0,0.000000,0
160,R,191,R,G,0,0.000000,0
160,R,199,R,G,0,0.000000,0
160,R,640,T,CN,0,0.000000,0
160,R,641,T,CN,0,0.000000,0
160,R,642,T,CN,0,0.000000,0
160,R,643,T,CN,0,0.000000,0
161,R,160,R,L,0,0.000000,0
161,R,162,R,L,0,0.000000,0
161,R,163,R,L,0,0.000000,0
161,R,164,R,L,0,0.000000,0
161,R,165,R,L,0,0.000000,0
161,R,166,R,L,0,0.000000,0
161,R,167,R,L,0,0.000000,0
161,R,206,R,G,0,0.000000,0
161,R,214,R,G,0,0.000000,0
161,R,222,R,G,0,0.000000,0
161,R,230,R,G,0,0.000000,0
161,R,644,T,CN,0,0.000000,0
161,R,645,T,CN,0,0.000000,0
161,R,646,T,CN,0,0.000000,0
161,R,647,T,CN,0,0.000000,0
162,R,160,R,L,0,0.000000,0
162,R,161,R,L,0,0.000000,0
162,R,163,R,L,0,0.000000,0
162,R,164,R,L,0,0.000000,0
162,R,165,R,L,0,0.000000,0
162,R,166,R,L,0,0.000000,0
162,R,167,R,L,0,0.000000,0
162,R,237,R,G,0,0.000000,0
162,R,245,R,G,0,0.000000,0
162,R,253,R,G,0,0.000000,0
162,R,261,R,G,0,0.000000,0
162,R,648,T,CN,0,0.000000,0
162,R,649,T,CN,0,0.000000,0
162,R,650,T,CN,0,0.000000,0
162,R,651,T,CN,0,0.000000,0
163,R,160,R,L,0,0.000000,0
163,R,161,R,L,0,0.000000,0
163,R,162,R,L,0,0.000000,0
163,R,164,R,L,0,0.000000,0
163,R,165,R,L,0,0.000000,0
163,R,166,R,L,0,0.000000,0
163,R,167,R,L,0,0.000000,0
163,R,4,R,G,0,0.000000,0
163,R,12,R,G,0,0.000000,0
163,R,20,R,G,0,0.000000,0
163,R,28,R,G,0,0.000000,0
163,R,652,T,CN,0,0.000000,0
163,R,653,T,CN,0,0.000000,0
163,R,654,T,CN,0,0.000000,0
163,R,655,T,CN,0,0.000000,0
164,R,160,R,L,0,0.000000,0
164,R,161,R,L,0,0.000000,0
164,R,162,R,L,0,0.000000,0
164,R,163,R,L,0,0.000000,0
164,R,165,R,L,0,0.000000,0
164,R,166,R,L,0,0.000000,0
164,R,167,R,L,0,0.000000,0
164,R,35,R,G,0,0.000000,0
164,R,43,R,G,0,0.000000,0
164,R,51,R,G,0,0.000000,0
164,R,59,R,G,0,0.000000,0
164,R,656,T,CN,0,0.000000,0
164,R,657,T,CN,0,0.000000,0
164,R,658,T,CN,0,0.000000,0
164,R,659,T,CN,0,0.000000,0
165,R,160,R,L,0,0.000000,0
165,R,161,R,L,0,0.000000,0
165,R,162,R,L,0,0.000000,0
165,R,163,R,L,0,0.000000,0
165,R,164,R,L,0,0.000000,0
165,R,166,R,L,0,0.000000,0
165,R,167,R,L,0,0.000000,0
165,R,66,R,G,0,0.000000,0
165,R,74,R,G,0,0.000000,0
165,R,82,R,G,0,0.000000,0
165,R,90,R,G,0,0.000000,0
165,R,660,T,CN,0,0.000000,0
165,R,661,T,CN,0,0.000000,0
165,R,662,T,CN,0,0.000000,0
165,R,663,T,CN,0,0.000000,0
166,R,160,R,L,0,0.000000,0
166,R,161,R,L,0,0.000000,0
166,R,162,R,L,0,0.000000,0
166,R,163,R,L,0,0.000000,0
166,R,164,R,L,0,0.000000,0
166,R,165,R,L,0,0.000000,0
166,R,167,R,L,0,0.000000,0
166,R,97,R,G,0,0.000000,0
166,R,105,R,G,0,0.000000,0
166,R,113,R,G,0,0.000000,0
166,R,121,R,G,0,0.000000,0
166,R,664,T,CN,0,0.000000,0
166,R,665,T,CN,0,0.000000,0
166,R,666,T,CN,0,0.000000,0
166,R,667,T,CN,0,0.000000,0
167,R,160,R,L,0,0.000000,0
167,R,161,R,L,0,0.000000,0
167,R,162,R,L,0,0.000000,0
167,R,163,R,L,0,0.000000,0
167,R,164,R,L,0,0.000000,0
167,R,165,R,L,0,0.000000,0
167,R,166,R,L,0,0.000000,0
167,R,128,R,G,0,0.000000,0
167,R,136,R,G,0,0.000000,0
167,R,144,R,G,0,0.000000,0
167,R,152,R,G,0,0.000000,0
167,R,668,T,CN,0,0.000000,0
167,R,669,T,CN,0,0.000000,0
167,R,670,T,CN,0,0.000000,0
167,R,671,T,CN,0,0.000000,0
672,T,168,R,CN,0,0.000000,0
673,T,168,R,CN,0,0.000000,0
674,T,168,R,CN,0,0.000000,0
675,T,168,R,CN,0,0.000000,0
676,T,169,R,CN,0,0.000000,0
677,T,169,R,CN,0,0.000000,0
678,T,169,R,CN,0,0.000000,0
679,T,169,R,CN,0,0.000000,0
680,T,170,R,CN,0,0.000000,0
681,T,170,R,CN,0,0.000000,0
682,T,170,R,CN,0,0.000000,0
683,T,170,R,CN,0,0.000000,0
684,T,171,R,CN,0,0.000000,0
685,T,171,R,CN,0,0.000000,0
686,T,171,R,CN,0,0.000000,0
687,T,171,R,CN,0,0.000000,0
688,T,172,R,CN,0,0.000000,0
689,T,172,R,CN,0,0.000000,0
690,T,172,R,CN,0,0.000000,0
691,T,172,R,CN,0,0.000000,0
692,T,173,R,CN,0,0.000000,0
693,T,173,R,CN,0,0.000000,0
694,T,173,R,CN,0,0.000000,0
695,T,173,R,CN,0,0.000000,0
696,T,174,R,CN,0,0.000000,0
697,T,174,R,CN,0,0.000000,0
698,T,174,R,CN,0,0.000000,0
699,T,174,R,CN,0,0.000000,0
700,T,175,R,CN,0,0.000000,0
701,T,175,R,CN,0,0.000000,0
702,T,175,R,CN,0,0.000000,0
703,T,175,R,CN,0,0.000000,0
168,R,169,R,L,0,0.000000,0
168,R,170,R,L,0,0.000000,0
168,R,171,R,L,0,0.000000,0
168,R,172,R,L,0,0.000000,0
168,R,173,R,L,0,0.000000,0
168,R,174,R,L,0,0.000000,0
168,R,175,R,L,0,0.000000,0
168,R,183,R,G,0,0.000000,0
168,R,191,R,G,0,0.000000,0
168,R,199,R,G,0,0.000000,0
168,R,207,R,G,0,0.000000,0
168,R,672,T,CN,0,0.000000,0
168,R,673,T,CN,0,0.000000,0
168,R,674,T,CN,0,0.000000,0
168,R,675,T,CN,0,0.000000,0
169,R,168,R,L,0,0.000000,0
169,R,170,R,L,0,0.000000,0
169,R,171,R,L,0,0.000000,0
169,R,172,R,L,0,0.000000,0
169,R,173,R,L,0,0.000000,0
169,R,174,R,L,0,0.000000,0
169,R,175,R,L,0,0.000000,0
169,R,214,R,G,0,0.000000,0
169,R,222,R,G,0,0.000000,0
169,R,230,R,G,0,0.000000,0
169,R,238,R,G,0,0.000000,0
169,R,676,T,CN,0,0.000000,0
169,R,677,T,CN,0,0.000000,0
169,R,678,T,CN,0,0.000000,0
169,R,679,T,CN,0,0.000000,0
170,R,168,R,L,0,0.000000,0
170,R,169,R,L,0,0.000000,0
170,R,171,R,L,0,0.000000,0
170,R,172,R,L,0,0.000000,0
170,R,173,R,L,0,0.000000,0
170,R,174,R,L,0,0.000000,0
170,R,175,R,L,0,0.000000,0
170,R,5,R,G,0,0.000000,0
170,R,245,R,G,0,0.000000,0
170,R,253,R,G,0,0.000000,0
170,R,261,R,G,0,0.000000,0
170,R,680,T,CN,0,0.000000,0
170,R,681,T,CN,0,0.000000,0
170,R,682,T,CN,0,0.000000,0
170,R,683,T,CN,0,0.000000,0
171,R,168,R,L,0,0.000000,0
171,R,169,R,L,0,0.000000,0
171,R,170,R,L,0,0.000000,0
171,R,172,R,L,0,0.000000,0
171,R,173,R,L,0,0.000000,0
171,R,174,R,L,0,0.000000,0
171,R,175,R,L,0,0.000000,0
171,R,12,R,G,0,0.000000,0
171,R,20,R,G,0,0.000000,0
171,R,28,R,G,0,0.000000,0
171,R,36,R,G,0,0.000000,0
171,R,684,T,CN,0,0.000000,0
171,R,685,T,CN,0,0.000000,0
171,R,686,T,CN,0,0.000000,0
171,R,687,T,CN,0,0.000000,0
172,R,168,R,L,0,0.000000,0
172,R,169,R,L,0,0.000000,0
172,R,170,R,L,0,0.000000,0
172,R,171,R,L,0,0.000000,0
172,R,173,R,L,0,0.000000,0
172,R,174,R,L,0,0.000000,0
172,R,175,R,L,0,0.000000,0
172,R,43,R,G,0,0.000000,0
172,R,51,R,G,0,0.000000,0
172,R,59,R,G,0,0.000000,0
172,R,67,R,G,0,0.000000,0
172,R,688,T,CN,0,0.000000,0
172,R,689,T,CN,0,0.000000,0
172,R,690,T,CN,0,0.000000,0
172,R,691,T,CN,0,0.000000,0
173,R,168,R,L,0,0.000000,0
173,R,169,R,L,0,0.000000,0
173,R,170,R,L,0,0.000000,0
173,R,171,R,L,0,0.000000,0
173,R,172,R,L,0,0.000000,0
173,R,174,R,L,0,0.000000,0
173,R,175,R,L,0,0.000000,0
173,R,74,R,G,0,0.000000,0
173,R,82,R,G,0,0.000000,0
173,R,90,R,G,0,0.000000,0
173,R,98,R,G,0,0.000000,0
173,R,692,T,CN,0,0.000000,0
173,R,693,T,CN,0,0.000000,0
173,R,694,T,CN,0,0.000000,0
173,R,695,T,CN,0,0.000000,0
174,R,168,R,L,0,0.000000,0
174,R,169,R,L,0,0.000000,0
174,R,170,R,L,0,0.000000,0
174,R,171,R,L,0,0.000000,0
174,R,172,R,L,0,0.000000,0
174,R,173,R,L,0,0.000000,0
174,R,175,R,L,0,0.000000,0
174,R,105,R,G,0,0.000000,0
174,R,113,R,G,0,0.000000,0
174,R,121,R,G,0,0.000000,0
174,R,129,R,G,0,0.000000,0
174,R,696,T,CN,0,0.000000,0
174,R,697,T,CN,0,0.000000,0
174,R,698,T,CN,0,0.000000,0
174,R,699,T,CN,0,0.000000,0
175,R,168,R,L,0,0.000000,0
175,R,169,R,L,0,0.000000,0
175,R,170,R,L,0,0.000000,0
175,R,171,R,L,0,0.000000,0
175,R,172,R,L,0,0.000000,0
175,R,173,R,L,0,0.000000,0
175,R,174,R,L,0,0.000000,0
175,R,136,R,G,0,0.000000,0
175,R,144,R,G,0,0.000000,0
175,R,152,R,G,0,0.000000,0
175,R,160,R,G,0,0.000000,0
175,R,700,T,CN,0,0.000000,0
175,R,701,T,CN,0,0.000000,0
175,R,702,T,CN,0,0.000000,0
175,R,703,T,CN,0,0.000000,0
704,T,176,R,CN,0,0.000000,0
705,T,176,R,CN,0,0.000000,0
706,T,176,R,CN,0,0.000000,0
707,T,176,R,CN,0,0.000000,0
708,T,177,R,CN,0,0.000000,0
709,T,177,R,CN,0,0.000000,0
710,T,177,R,CN,0,0.000000,0
711,T,177,R,CN,0,0.000000,0
712,T,178,R,CN,0,0.000000,0
713,T,178,R,CN,0,0.000000,0
714,T,178,R,CN,0,0.000000,0
715,T,178,R,CN,0,0.000000,0
716,T,179,R,CN,0,0.000000,0
717,T,179,R,CN,0,0.000000,0
718,T,179,R,CN,0,0.000000,0
719,T,179,R,CN,0,0.000000,0
720,T,180,R,CN,0,0.000000,0
721,T,180,R,CN,0,0.000000,0
722,T,180,R,CN,0,0.000000,0
723,T,180,R,CN,0,0.000000,0
724,T,181,R,CN,0,0.000000,0
725,T,181,R,CN,0,0.000000,0
726,T,181,R,CN,0,0.000000,0
727,T,181,R,CN,0,0.000000,0
728,T,182,R,CN,0,0.000000,0
729,T,182,R,CN,0,0.000000,0
730,T,182,R,CN,0,0.000000,0
731,T,182,R,CN,0,0.000000,0
732,T,183,R,CN,0,0.000000,0
733,T,183,R,CN,0,0.000000,0
734,T,183,R,CN,0,0.000000,0
735,T,183,R,CN,0,0.000000,0
176,R,177,R,L,0,0.000000,0
176,R,178,R,L,0,0.000000,0
176,R,179,R,L,0,0.000000,0
176,R,180,R,L,0,0.000000,0
176,R,181,R,L,0,0.000000,0
176,R,182,R,L,0,0.000000,0
176,R,183,R,L,0,0.000000,0
176,R,191,R,G,0,0.000000,0
176,R,199,R,G,0,0.000000,0
176,R,207,R,G,0,0.000000,0
176,R,215,R,G,0,0.000000,0
176,R,704,T,CN,0,0.000000,0
176,R,705,T,CN,0,0.000000,0
176,R,706,T,CN,0,0.000000,0
176,R,707,T,CN,0,0.000000,0
177,R,176,R,L,0,0.000000,0
177,R,178,R,L,0,0.000000,0
177,R,179,R,L,0,0.000000,0
177,R,180,R,L,0,0.000000,0
177,R,181,R,L,0,0.000000,0
177,R,182,R,L,0,0.000000,0
177,R,183,R,L,0,0.000000,0
177,R,222,R,G,0,0.000000,0
177,R,230,R,G,0,0.000000,0
177,R,238,R,G,0,0.000000,0
177,R,246,R,G,0,0.000000,0
177,R,708,T,CN,0,0.000000,0
177,R,709,T,CN,0,0.000000,0
177,R,710,T,CN,0,0.000000,0
177,R,711,T,CN,0,0.000000,0
178,R,176,R,L,0,0.000000,0
178,R,177,R,L,0,0.000000,0
178,R,179,R,L,0,0.000000,0
178,R,180,R,L,0,0.000000,0
178,R,181,R,L,0,0.000000,0
178,R,182,R,L,0,0.000000,0
178,R,183,R,L,0,0.000000,0
178,R,5,R,G,0,0.000000,0
178,R,13,R,G,0,0.000000,0
178,R,253,R,G,0,0.000000,0
178,R,261,R,G,0,0.000000,0
178,R,712,T,CN,0,0.000000,0
178,R,713,T,CN,0,0.000000,0
178,R,714,T,CN,0,0.000000,0
178,R,715,T,CN,0,0.000000,0
179,R,176,R,L,0,0.000000,0
179,R,177,R,L,0,0.000000,0
179,R,178,R,L,0,0.000000,0
179,R,180,R,L,0,0.000000,0
179,R,181,R,L,0,0.000000,0
179,R,182,R,L,0,0.000000,0
179,R,183,R,L,0,0.000000,0
179,R,20,R,G,0,0.000000,0
179,R,28,R,G,0,0.000000,0
179,R,36,R,G,0,0.000000,0
179,R,44,R,G,0,0.000000,0
179,R,716,T,CN,0,0.000000,0
179,R,717,T,CN,0,0.000000,0
179,R,718,T,CN,0,0.000000,0
179,R,719,T,CN,0,0.000000,0
180,R,176,R,L,0,0.000000,0
180,R,177,R,L,0,0.000000,0
180,R,178,R,L,0,0.000000,0
180,R,179,R,L,0,0.000000,0
180,R,181,R,L,0,0.000000,0
180,R,182,R,L,0,0.000000,0
180,R,183,R,L,0,0.000000,0
180,R,51,R,G,0,0.000000,0
180,R,59,R,G,0,0.000000,0
180,R,67,R,G,0,0.000000,0
180,R,75,R,G,0,0.000000,0
180,R,720,T,CN,0,0.000000,0
180,R,721,T,CN,0,0.000000,0
180,R,722,T,CN,0,0.000000,0
180,R,723,T,CN,0,0.000000,0
181,R,176,R,L,0,0.000000,0
181,R,177,R,L,0,0.000000,0
181,R,178,R,L,0,0.000000,0
181,R,179,R,L,0,0.000000,0
181,R,180,R,L,0,0.000000,0
181,R,182,R,L,0,0.000000,0
181,R,183,R,L,0,0.000000,0
